step,msd_global,n_round,n_elongated
0,0.0,500,0
100,10.18856584412019,500,0
200,11.70226317468154,498,2
300,11.926585205902326,496,4
400,10.443205403256826,492,8
500,11.219819495496955,489,11
600,13.390437446597986,481,19
700,14.841073043342178,476,24
800,18.431027529242993,472,28
900,22.330274780094257,455,45
1000,28.434698945785755,449,51
1100,33.32830094822121,438,62
1200,39.4722417414521,431,69
1300,49.94816854766688,425,75
1400,52.85995629762318,420,80
1500,57.92324902625136,413,87
1600,63.669392395542836,405,95
1700,72.33505970719725,404,96
1800,89.29586251833618,397,103
1900,106.80707028577486,400,100
2000,117.96143854400142,391,109
2100,141.94607461985558,389,111
2200,165.6661408671214,378,122
2300,189.452914152589,376,124
2400,209.289621884182,371,129
2500,232.68069074795466,364,136
2600,243.96964126932983,352,148
2700,259.91662956854424,355,145
2800,283.13561283619146,361,139
2900,301.81100449449104,364,136
3000,327.85503192599833,357,143
3100,360.0803990292087,355,145
3200,391.03508502671156,353,147
3300,423.71259393377215,351,149
3400,459.9702371506554,357,143
3500,501.7442719763585,355,145
3600,545.9857844376592,350,150
3700,585.3184021231543,343,157
3800,616.2999667942747,332,168
3900,642.2502216005486,328,172
4000,671.7757202840794,329,171
4100,714.1609331336471,334,166
4200,748.030271066288,334,166
4300,787.0711999177328,338,162
4400,810.896309622766,336,164
4500,838.9660037583316,338,162
4600,873.7313100501287,347,153
4700,901.8097611029749,344,156
4800,933.532610662194,348,152
4900,985.9111780304678,352,148
5000,1030.6055569249027,355,145
5100,1045.6839664591569,357,143
5200,1079.1988167100849,359,141
5300,1122.9989436673964,361,139
5400,1166.735071047219,362,138
5500,1211.8284122699881,360,140
5600,1240.2939654155127,363,137
5700,1264.1554497658583,363,137
5800,1275.8099275911813,360,140
5900,1290.6819407034438,356,144
6000,1317.8089208501865,357,143
6100,1354.2028001854503,361,139
6200,1398.195788973303,355,145
6300,1462.717955249697,348,152
6400,1530.9195386728743,343,157
6500,1595.9870328749782,336,164
6600,1661.1050970960096,327,173
6700,1733.7650831683231,328,172
6800,1805.1377941656106,326,174
6900,1877.965680692718,324,176
7000,1932.9798518907726,314,186
7100,1965.2948932222753,311,189
7200,2020.888817549198,303,197
7300,2072.4126032068966,302,198
7400,2144.2366764119583,301,199
7500,2217.6415171797753,293,207
7600,2318.2397212473397,290,210
7700,2448.068497551812,287,213
7800,2560.7191056606785,280,220
7900,2678.1910178727303,272,228
8000,2764.3154923748707,264,236
8100,2825.952357406645,255,245
8200,2884.092890999463,258,242
8300,2980.017884504931,258,242
8400,3092.247188781443,260,240
8500,3211.0189691265796,256,244
8600,3357.959187558918,260,240
8700,3510.1644565937686,256,244
8800,3675.6004709669864,251,249
8900,3842.7199311089757,243,257
9000,3993.98310121347,238,262
9100,4141.0649819457685,236,264
9200,4236.375010068189,232,268
9300,4395.0902671127615,232,268
9400,4514.197693985173,233,267
9500,4685.006974261566,235,265
9600,4873.314565505077,236,264
9700,5088.646827639772,242,258
9800,5283.753503946353,242,258
9900,5506.801684835875,240,260
10000,5717.28627249166,233,267
10100,5922.23324065399,225,275
10200,6085.163904355065,220,280
10300,6235.336022562493,213,287
10400,6454.548179608263,217,283
10500,6671.843468438958,212,288
10600,6899.393954208254,211,289
10700,7144.895789915729,211,289
10800,7440.645750594702,216,284
10900,7723.690802369121,217,283
11000,7957.542513395799,214,286
11100,8186.711460719565,211,289
11200,8454.899027309473,213,287
11300,8732.188719191929,211,289
11400,9011.173073916216,208,292
11500,9290.19355061169,201,299
11600,9579.270243981484,200,300
11700,9892.400829232422,195,305
11800,10259.606537057107,193,307
11900,10581.018935070073,190,310
12000,10904.442579143517,187,313
12100,11211.05752219474,191,309
12200,11570.769607177474,185,315
12300,11910.099222490478,178,322
12400,12275.005100886627,177,323
12500,12655.127074043028,184,316
12600,12942.154569796794,182,318
12700,13316.654936386309,173,327
12800,13678.626138755062,167,333
12900,14095.972024725834,166,334
13000,14532.573288903966,164,336
13100,14995.7646388262,161,339
13200,15456.87753668569,154,346
13300,15886.672856339701,150,350
13400,16323.949409184615,142,358
13500,16734.898198459905,136,364
13600,17179.810302798753,129,371
13700,17630.885577538123,120,380
13800,18037.87917454479,116,384
13900,18565.90867211946,114,386
14000,19108.856915576638,114,386
14100,19661.125811087943,113,387
14200,20194.11707914189,110,390
14300,20739.147837362423,109,391
14400,21272.01549014926,109,391
14500,21795.320427440627,110,390
14600,22366.836181396524,110,390
14700,22857.83278873954,109,391
14800,23435.629441774076,109,391
14900,24063.0151899539,109,391
15000,24737.054881866636,109,391
15100,25354.61551762531,109,391
15200,26024.789734334616,109,391
15300,26606.566613776304,109,391
15400,27199.589939186517,109,391
15500,27894.00576065522,109,391
15600,28571.719924846017,109,391
15700,29271.223036918254,109,391
15800,29992.359792502688,109,391
15900,30774.24807689746,109,391
16000,31483.8879029591,109,391
16100,32203.584554012024,109,391
16200,32933.84278724428,109,391
16300,33713.67454391621,109,391
16400,34467.43593882822,109,391
16500,35331.21841217685,109,391
16600,36139.13674369344,109,391
16700,36911.57822177748,109,391
16800,37701.35937939058,108,392
16900,38536.54613603567,108,392
17000,39344.28072258966,108,392
17100,40158.62150754246,108,392
17200,41103.274347572114,108,392
17300,41978.460046114255,108,392
17400,42913.9761968989,108,392
17500,43890.91085973525,108,392
17600,44829.60240610921,108,392
17700,45684.82008749327,108,392
17800,46578.255175660255,108,392
17900,47523.044991289345,107,393
18000,48442.33749909608,107,393
18100,49393.61008331154,107,393
18200,50437.579578794284,106,394
18300,51459.5915527422,106,394
18400,52493.89265979287,106,394
18500,53596.08267291389,106,394
18600,54579.2012583189,106,394
18700,55550.62227549015,106,394
18800,56554.48494771114,106,394
18900,57671.13573446977,106,394
19000,58831.385504731414,106,394
19100,59923.15044935841,106,394
19200,61036.2674921408,106,394
19300,62218.813011038306,106,394
19400,63451.8074357278,106,394
19500,64433.29085149877,106,394
19600,65571.19110774445,106,394
19700,66700.89180717988,106,394
19800,67934.52765704766,106,394
19900,69149.53571037287,106,394
20000,70436.63668108692,106,394
20100,71707.45789410219,106,394
20200,72938.85503443067,106,394
20300,74072.21469854024,106,394
20400,75330.50113886302,106,394
20500,76596.57943117157,106,394
20600,77936.62400399156,106,394
20700,79071.25811214205,106,394
20800,80445.11333488884,106,394
20900,81784.18208679267,106,394
21000,83224.13478387093,106,394
21100,84536.04529315107,106,394
21200,85838.87066630206,106,394
21300,87134.96741204878,106,394
21400,88506.42097444202,106,394
21500,89917.93148592427,106,394
21600,91316.97943628227,106,394
21700,92839.3849826433,106,394
21800,94170.16223388734,106,394
21900,95531.61189996499,106,394
22000,97023.40567636429,106,394
22100,98512.51338502714,106,394
22200,99957.08207101104,106,394
22300,101386.65392451057,106,394
22400,102739.44461914734,106,394
22500,104365.01403567732,106,394
22600,105931.11385910903,106,394
22700,107468.88655685708,106,394
22800,108879.08874082015,106,394
22900,110482.39056042691,106,394
23000,112078.50173185053,106,394
23100,113581.81721186101,106,394
23200,115173.51940351758,106,394
23300,116674.69281879625,106,394
23400,118258.57224694079,106,394
23500,119909.10007802882,106,394
23600,121551.2207618997,106,394
23700,123237.24158737872,106,394
23800,124846.05185088867,106,394
23900,126577.57664322805,106,394
24000,128253.29423546852,106,394
24100,129861.53900904146,106,394
24200,131393.64542705863,106,394
24300,133166.63228762205,106,394
24400,134706.96402804588,106,394
24500,136567.82694195854,106,394
24600,138375.46347973085,106,394
24700,140221.68650003106,106,394
24800,141884.83921856378,106,394
24900,143734.98489789732,106,394
25000,145544.68570938197,106,394
25100,147272.58195651462,106,394
25200,148906.4838285689,106,394
25300,150679.3893139928,106,394
25400,152629.5434877499,106,394
25500,154517.11580644644,106,394
25600,156458.33039397525,106,394
25700,158231.73357400685,106,394
25800,160197.32153980926,106,394
25900,162045.69750590122,106,394
26000,163834.15559084257,106,394
26100,165694.95655571987,106,394
