step,msd_global,n_round,n_elongated
0,0.0,500,0
100,9.115614541502051,500,0
200,10.64560630428418,499,1
300,12.816539197481049,499,1
400,11.599817932257022,499,1
500,11.106514619935506,499,1
600,11.287420003456878,499,1
700,11.364424365344417,499,1
800,11.560963700365484,499,1
900,12.532307742145672,499,1
1000,12.656744761224292,499,1
1100,12.867813652823711,499,1
1200,12.526899758198692,499,1
1300,13.481587063112066,499,1
1400,15.226372166029421,499,1
1500,16.82841784315687,499,1
1600,15.815463767522028,499,1
1700,14.612890247196159,499,1
1800,16.211926581801976,499,1
1900,15.270017932283356,499,1
2000,14.883506632975736,499,1
2100,16.531461883243505,499,1
2200,15.01025387946738,499,1
2300,16.706943697177525,499,1
2400,17.62238309836651,499,1
2500,16.707457656714535,499,1
2600,17.89070309119969,499,1
2700,17.091404741603075,499,1
2800,18.868258676475556,499,1
2900,20.24748820020337,499,1
3000,20.786409746803237,499,1
3100,20.899535150253147,499,1
3200,22.556919761882344,499,1
3300,23.952832563151226,499,1
3400,18.600229136600348,499,1
3500,18.275873974729347,499,1
3600,19.294422550672262,499,1
3700,19.791872542155296,499,1
3800,21.509483264928544,499,1
3900,21.8981851144945,499,1
4000,22.366349762300782,499,1
4100,23.170036708918857,499,1
4200,23.04759101133779,499,1
4300,23.545053214308027,499,1
4400,24.12328621381464,499,1
4500,25.288844129167966,499,1
4600,26.264850463144942,499,1
4700,26.687641459527924,499,1
4800,27.156470038262718,499,1
4900,27.38864842333151,499,1
5000,27.81062513208767,499,1
5100,27.570432951275013,499,1
5200,27.295875013614808,499,1
5300,25.617892150814477,499,1
5400,25.045463786893436,499,1
5500,23.825113298635703,499,1
5600,23.084742066001834,499,1
5700,22.007158205096886,499,1
5800,25.79527451208997,499,1
5900,23.494844666864406,499,1
6000,22.820638868103195,499,1
6100,22.725420829368908,499,1
6200,22.08323799152276,499,1
6300,21.687599627473233,499,1
6400,21.843478779755067,499,1
6500,20.771144697133618,499,1
6600,20.896003803804604,499,1
6700,20.5504294347393,499,1
6800,20.89234308400917,499,1
6900,20.64571317306328,499,1
7000,19.242535536216273,499,1
7100,17.796880147151352,499,1
7200,18.12534229693475,499,1
7300,19.316705426514645,498,2
7400,19.68265288007707,495,5
7500,19.547603517379873,491,9
7600,19.47116022629515,486,14
7700,19.735971222849862,481,19
7800,22.42514523199649,474,26
7900,25.39281715070613,464,36
8000,28.696109650847443,458,42
8100,31.3802855869896,449,51
8200,34.46287588894535,441,59
8300,35.4220448664873,435,65
8400,37.082465514504136,429,71
8500,42.87331433746392,424,76
8600,52.201849614234725,413,87
8700,57.64034234412458,402,98
8800,68.92679946620163,399,101
8900,78.51033773620367,393,107
9000,89.54783888143591,391,109
9100,104.4261874072584,389,111
9200,117.65959754261904,390,110
9300,118.7614593329666,383,117
9400,120.697271457892,380,120
9500,135.07428177385782,381,119
9600,148.91208473831645,383,117
9700,164.22533730062983,380,120
9800,179.82100884187855,377,123
9900,197.7265079224062,377,123
10000,220.4864092050261,374,126
10100,246.81162643746595,370,130
10200,277.4004397911701,369,131
10300,303.384120875619,368,132
10400,338.5849446097155,370,130
10500,373.11396615949053,367,133
10600,410.12706495428597,367,133
10700,441.73434099637757,362,138
10800,473.08277872777313,362,138
10900,513.2741579611074,359,141
11000,541.1174832839272,361,139
11100,567.2423766385531,364,136
11200,581.967029441447,361,139
11300,605.8313367277931,356,144
11400,631.5686847138996,354,146
11500,660.5054510841384,355,145
11600,694.9751031436869,349,151
11700,739.5651917478999,346,154
11800,789.4159576618249,340,160
11900,849.9401148039407,341,159
12000,912.4873071317778,346,154
12100,967.5743431818986,338,162
12200,1019.3061662757581,336,164
12300,1082.6957442618607,331,169
12400,1147.0470679092423,325,175
12500,1215.8579730744223,315,185
12600,1303.2025681393372,312,188
12700,1374.9869295335104,308,192
12800,1461.2279481917342,301,199
12900,1555.6146289818873,301,199
13000,1663.320939187494,298,202
13100,1766.18652851079,295,205
13200,1870.022917732431,296,204
13300,1950.868534278321,286,214
13400,2047.9404355803329,282,218
13500,2153.511343351311,275,225
13600,2286.6906238422134,273,227
13700,2410.9092160749537,263,237
13800,2540.8069839187942,261,239
13900,2669.0460404273053,259,241
14000,2783.2463139999436,257,243
14100,2895.867605856305,248,252
14200,3031.2539982586977,242,258
14300,3171.8387419319142,243,257
14400,3323.51795267849,234,266
14500,3490.1999885704413,227,273
14600,3660.249199682472,223,277
14700,3813.508809426729,224,276
14800,3993.3789266097333,211,289
14900,4184.2958863421,207,293
15000,4378.792073935596,202,298
15100,4596.8286590872485,196,304
15200,4790.105680498097,201,299
15300,4950.8222166414225,192,308
15400,5189.276668102585,186,314
15500,5431.795578633744,184,316
15600,5679.308699241757,183,317
15700,5919.997288302641,185,315
15800,6100.117854723949,196,304
15900,6319.846537739895,196,304
16000,6588.543371338035,194,306
16100,6881.097904003839,184,316
16200,7131.292108499083,177,323
16300,7423.816323668347,176,324
16400,7676.765968213385,176,324
16500,8004.489802112644,172,328
16600,8353.185808246304,166,334
16700,8681.6676890642,161,339
16800,9015.355247346997,159,341
16900,9294.272469213396,156,344
17000,9602.212655893547,150,350
17100,9969.454857646428,152,348
17200,10346.205880032741,142,358
17300,10671.68701897844,146,354
17400,11054.082910218234,149,351
17500,11484.595903824826,142,358
17600,11929.39750003592,137,363
17700,12331.161005937047,132,368
17800,12764.314768906437,119,381
17900,13154.888034785967,110,390
18000,13557.654412720793,109,391
18100,14017.48497175169,108,392
18200,14445.022170280094,103,397
18300,14890.967078849006,100,400
18400,15418.623889024184,98,402
18500,15930.671817346472,105,395
18600,16430.81611144999,102,398
18700,16916.415766810365,97,403
