step,msd_global,n_round,n_elongated
0,0.0,500,0
100,6.6022653732815995,500,0
200,9.463658434718274,497,3
300,10.421214518511341,497,3
400,11.451190603088214,494,6
500,12.662816990724323,492,8
600,13.673612528087334,487,13
700,15.290387696250592,481,19
800,17.130450213072123,478,22
900,21.588961265335268,470,30
1000,26.96096933663973,461,39
1100,32.495177719681266,456,44
1200,37.07226301185571,446,54
1300,42.91674373163503,441,59
1400,48.936347547387896,433,67
1500,52.336192557748845,423,77
1600,62.91905009286339,411,89
1700,76.21282708505031,409,91
1800,89.20860066255275,403,97
1900,101.26703213163873,396,104
2000,112.96006272502697,394,106
2100,133.01102116231132,395,105
2200,152.67588541785855,393,107
2300,164.33846332869183,388,112
2400,180.3207572502514,383,117
2500,187.13375835900177,375,125
2600,196.77310432609778,369,131
2700,203.49325566735294,364,136
2800,222.68361860682168,352,148
2900,258.2303624000049,350,150
3000,299.26518121755254,349,151
3100,346.17218287141304,340,160
3200,383.93174848980397,341,159
3300,426.1520652429395,341,159
3400,467.14147809136745,337,163
3500,501.99321693047216,337,163
3600,546.3309541054764,334,166
3700,577.9253572017296,332,168
3800,623.1737012560201,322,178
3900,661.1337716537389,316,184
4000,690.9391604927116,319,181
4100,718.0051980639494,316,184
4200,736.7056651304364,307,193
4300,764.0341451381009,301,199
4400,776.0866743102505,298,202
4500,790.288932002188,305,195
4600,809.0967081365283,302,198
4700,843.8722908248358,304,196
4800,862.6021468700234,310,190
4900,888.6976640435918,309,191
5000,919.5700447805948,314,186
5100,970.4025655671273,312,188
5200,1023.1006877757696,311,189
5300,1067.2285010539,314,186
5400,1118.0818989687814,312,188
5500,1186.8592456543417,311,189
5600,1254.0003140262531,311,189
5700,1323.772685114483,320,180
5800,1362.512557918419,308,192
5900,1424.2014186662063,298,202
6000,1500.039959267583,295,205
6100,1555.1205032519463,297,203
6200,1592.3249448260844,306,194
6300,1651.4735673010848,302,198
6400,1718.5964923313036,307,193
6500,1773.3960730147664,309,191
6600,1844.1300194449339,311,189
6700,1913.1388914374093,315,185
6800,1988.7361949321828,303,197
6900,2061.76018704256,311,189
7000,2154.840394138689,306,194
7100,2256.2274494207986,302,198
7200,2369.1968593042066,299,201
7300,2484.419096621102,292,208
7400,2563.8832001277697,284,216
7500,2673.600819613845,271,229
7600,2752.865979007918,256,244
7700,2853.10030070153,253,247
7800,2933.3216128739737,245,255
7900,3031.992641740196,240,260
8000,3134.5975731698004,239,261
8100,3246.5188781469196,239,261
8200,3404.935930244296,237,263
8300,3568.6375292072025,231,269
8400,3722.4544694535853,228,272
8500,3939.911975065003,222,278
8600,4152.1828935224685,224,276
8700,4357.415802659881,222,278
8800,4545.467126393611,216,284
8900,4704.529463534837,211,289
9000,4866.30185152948,210,290
9100,5022.460336225662,209,291
9200,5217.112090406966,203,297
9300,5392.684076623006,194,306
9400,5611.313758824161,189,311
9500,5841.918106476187,180,320
9600,6114.62349361464,183,317
9700,6403.567089248653,178,322
9800,6679.622422185041,167,333
9900,7014.033783974305,159,341
10000,7299.851055725436,151,349
10100,7609.697567821866,144,356
10200,7899.559065436329,138,362
10300,8178.213484376546,134,366
10400,8436.40936542518,132,368
10500,8733.836237610294,133,367
10600,9034.905910454143,130,370
10700,9360.034604593166,127,373
10800,9687.292600570712,125,375
10900,10061.728075686911,128,372
11000,10470.122615190676,130,370
11100,10889.788849120001,129,371
11200,11311.14125787156,128,372
11300,11694.025688322712,128,372
11400,12123.582681001384,137,363
11500,12517.55808577728,140,360
11600,12908.215268550133,136,364
11700,13327.279798331145,135,365
11800,13724.878384263317,134,366
11900,14082.822035761345,130,370
12000,14425.43410922723,132,368
12100,14816.836087951002,126,374
12200,15207.459227840474,118,382
12300,15615.528819927275,112,388
12400,16034.590456872307,110,390
12500,16420.635943693538,103,397
12600,16850.75712002193,96,404
12700,17304.537044969737,96,404
12800,17681.505541928796,95,405
12900,18166.93048049942,93,407
13000,18621.586024801654,93,407
13100,19096.97147164242,92,408
13200,19611.98709305422,92,408
13300,20084.940736502806,92,408
13400,20597.735371058752,93,407
13500,21082.638700057898,93,407
13600,21520.99510614787,91,409
13700,22007.22160555303,91,409
13800,22512.949567401804,96,404
13900,23120.25603308382,97,403
14000,23626.992709214686,97,403
14100,24177.69980729755,94,406
14200,24658.037748989143,94,406
14300,25146.330674700286,94,406
14400,25823.518771804906,91,409
14500,26547.264173696713,88,412
14600,27251.2946329059,86,414
14700,27877.9116478517,84,416
14800,28527.09518939921,78,422
14900,29182.063951205342,69,431
15000,29799.693874894194,61,439
15100,30497.07571243895,51,449
15200,31172.634226871534,49,451
15300,31757.360808015255,51,449
15400,32392.2987340461,48,452
15500,33123.85073564037,39,461
15600,33927.33749362968,37,463
15700,34799.68282476722,37,463
15800,35723.39205677011,32,468
15900,36610.414932541134,33,467
16000,37511.847619128996,30,470
16100,38394.65234490674,23,477
16200,39307.62234400199,22,478
16300,40038.64799437329,17,483
16400,40866.01522920082,5,495
16500,41643.01275042462,3,497
16600,42471.67311791057,2,498
16700,43298.51181403621,2,498
16800,44154.69435046384,2,498
16900,45068.01821671346,2,498
17000,45957.608162378354,2,498
17100,46930.09075277624,1,499
17200,47969.736936407775,0,500
17300,48996.377225080905,0,500
17400,50018.9582542723,0,500
17500,51073.28791735475,0,500
17600,52047.95019419059,0,500
17700,53100.854870131465,0,500
17800,54194.696147927585,0,500
17900,55315.29334618379,0,500
18000,56479.764780528974,0,500
18100,57608.16717300304,0,500
18200,58735.301754251734,0,500
18300,59997.18071303839,0,500
18400,61118.55199362821,0,500
18500,62242.94150154598,0,500
18600,63381.28834286636,0,500
18700,64497.17312029384,0,500
18800,65680.1063362837,0,500
18900,66834.71134015922,0,500
19000,68182.16363134424,0,500
19100,69553.31740134784,0,500
19200,70856.0154413091,0,500
19300,72311.04440603715,0,500
19400,73701.88069856634,0,500
19500,74981.93930382394,0,500
19600,76349.84860538374,0,500
19700,77688.73802117114,0,500
19800,79060.79082112861,0,500
19900,80400.39259707175,0,500
20000,81678.91765032339,0,500
20100,83134.11717559787,0,500
20200,84465.99471609999,0,500
20300,85995.66718917836,0,500
20400,87492.50871949439,0,500
20500,89104.42769744719,0,500
20600,90493.98209795926,0,500
20700,92079.05903339913,0,500
20800,93618.60177783578,0,500
20900,95219.0541242961,0,500
21000,96772.74584067303,0,500
21100,98317.37862397854,0,500
21200,99920.92166360702,0,500
21300,101438.46592532913,0,500
21400,103107.94049607888,0,500
21500,104878.93233008104,0,500
21600,106605.8729345881,0,500
21700,108140.91150807396,0,500
21800,109851.1563857531,0,500
21900,111460.78311431757,0,500
22000,113193.12515223816,0,500
22100,114830.18964993484,0,500
22200,116498.44466942354,0,500
22300,118113.12167321592,0,500
22400,119884.35393448955,0,500
22500,121811.35075942466,0,500
22600,123774.1493887402,0,500
22700,125689.49328245413,0,500
22800,127590.75648666697,0,500
22900,129348.7685829575,0,500
23000,131153.09749882677,0,500
23100,133084.39975266438,0,500
23200,134945.92466919322,0,500
23300,136614.1344367842,0,500
23400,138562.35126987923,0,500
23500,140489.83163759793,0,500
23600,142469.77149270338,0,500
23700,144550.86496501905,0,500
23800,146466.7832937386,0,500
23900,148383.8423033365,0,500
24000,150370.3251696328,0,500
24100,152343.36120049833,0,500
24200,154256.3424696862,0,500
24300,156394.71170626796,0,500
24400,158433.06020182787,0,500
24500,160614.9495980503,0,500
24600,162808.7255869662,0,500
24700,164934.22483044892,0,500
24800,167026.42730786355,0,500
24900,168944.77244975377,0,500
25000,171089.08371069373,0,500
25100,173207.57976458137,0,500
25200,175410.22554429382,0,500
25300,177772.73383355787,0,500
25400,180104.860189183,0,500
25500,182081.31667011484,0,500
25600,184235.34660924203,0,500
25700,186555.72110457672,0,500
25800,188754.807549639,0,500
25900,191139.48148021352,0,500
26000,193257.05413283306,0,500
26100,195594.3669891547,0,500
26200,198108.44731938862,0,500
26300,200409.90987056238,0,500
26400,202723.71015819843,0,500
26500,205206.23990226074,0,500
26600,207581.80575823714,0,500
26700,210013.13242378563,0,500
