step,mean_aspect_ratio,fraction_elongated
100,1.0,0.0
200,1.1432500000000003,0.035812500000000004
300,1.268125,0.06703125
400,1.4073750000000005,0.10184375
500,1.5598750000000001,0.13996875000000006
600,1.7127500000000004,0.17818750000000003
700,1.8491250000000012,0.21228125000000003
800,1.9712499999999993,0.24281250000000004
900,2.085249999999999,0.2713125
1000,2.1740000000000004,0.2934999999999999
1100,2.250875,0.31271874999999993
1200,2.30525,0.3263124999999999
1300,2.3542500000000004,0.3385625000000001
1400,2.394,0.34849999999999987
1500,2.430500000000001,0.35762499999999997
1600,2.4570000000000003,0.36424999999999996
1700,2.494,0.3735
1800,2.5216250000000007,0.38040625000000006
1900,2.55625,0.38906250000000003
2000,2.581625,0.39540625
2100,2.6149999999999998,0.40375000000000016
2200,2.6419999999999995,0.4105000000000001
2300,2.662,0.41550000000000015
2400,2.687125,0.4217812499999999
2500,2.7091250000000002,0.42728125000000006
2600,2.7428750000000006,0.43571875
2700,2.7741249999999997,0.44353124999999993
2800,2.8034999999999997,0.45087499999999997
2900,2.8331249999999994,0.4582812499999999
3000,2.8644999999999996,0.4661250000000001
3100,2.897,0.47424999999999995
3200,2.9312500000000004,0.4828125
3300,2.951,0.4877500000000001
3400,2.9741249999999995,0.4935312499999999
3500,2.9968749999999984,0.4992187500000001
3600,3.0293749999999986,0.5073437499999999
3700,3.0738749999999997,0.5184687499999998
3800,3.0959999999999996,0.5240000000000001
3900,3.1201250000000003,0.53003125
4000,3.1562499999999987,0.5390625
4100,3.1817499999999996,0.5454374999999998
4200,3.213125000000001,0.5532812500000001
4300,3.2392500000000006,0.5598125000000002
4400,3.2733749999999997,0.5683437499999999
4500,3.3092500000000005,0.5773125
4600,3.3466250000000013,0.58665625
4700,3.3794999999999997,0.5948749999999999
4800,3.4108750000000003,0.60271875
4900,3.44425,0.6110625
5000,3.4694999999999996,0.6173749999999999
5100,3.49075,0.6226875
5200,3.531375,0.63284375
5300,3.569750000000001,0.6424375000000002
5400,3.618874999999999,0.6547187499999998
5500,3.6609999999999996,0.66525
5600,3.701500000000001,0.6753750000000003
5700,3.733624999999999,0.6834062499999999
5800,3.7794999999999996,0.6948749999999998
5900,3.8228749999999985,0.7057187499999998
