step,nematic,polar,nematic_2,polar_2
100,0.0,0.0,0.0,0.0
200,0.04370415106345111,0.03647425352250358,0.04369537911348373,0.03646800842034297
300,0.05008181104439272,0.037722245256915886,0.05007945599179288,0.03772067550518602
400,0.05625131464133153,0.03896344529865238,0.0562432067342569,0.03895961887006357
500,0.061854522991644525,0.04048349280266524,0.061834566822823005,0.040468946035807585
600,0.06636166890916699,0.041863997000763105,0.06634242545422465,0.041852316283229794
700,0.06873025365033372,0.044428881982938595,0.06870584201272169,0.04440985462699873
800,0.07114662019063904,0.04657740818978838,0.07109405533842338,0.04653850681763291
900,0.07515527991876933,0.04887441898024877,0.07510936029283376,0.04885023379160519
1000,0.07828564478168144,0.051772488447362264,0.07820895035278733,0.051742130944859466
1100,0.08108499010703618,0.054752664618848694,0.08104561891745113,0.05471600519312092
1200,0.08067743688103873,0.05655943697283749,0.08062670763448809,0.0565205653784623
1300,0.08105104724910872,0.05917060079035748,0.08099745613523067,0.05912512913699424
1400,0.08069173805605094,0.060890002398434076,0.08063818826093568,0.06085626789441252
1500,0.07974371919856874,0.0631465977604713,0.0796988676191553,0.06311277854406745
1600,0.08033944162962948,0.06633078291832167,0.0802712562259891,0.0662890062763078
1700,0.08044708411041136,0.06960085373128053,0.08036805944296392,0.06954096153515776
1800,0.08239043380927238,0.07278138551361074,0.08231075620831355,0.07270777947626203
1900,0.08372442099064674,0.07535625810198678,0.0836462583968457,0.07529536106133566
2000,0.08394440489814914,0.07637279992050976,0.08388092829263577,0.07632338108545503
2100,0.08665272616816047,0.07691437233254884,0.08659550436242805,0.07686208103878996
2200,0.08962241802456838,0.07917796033167349,0.08954316762232332,0.07910868603381216
2300,0.09450677620693536,0.08153762374574795,0.09444028857566052,0.08146737817216065
2400,0.09793331288847593,0.08289704256962549,0.09780779973013809,0.08278667915509026
2500,0.10120273341553346,0.08306862846277609,0.10108854960969703,0.08297779313409198
2600,0.10420854836176166,0.08394121816405498,0.10408309888083964,0.08384211695657999
2700,0.10725407970443515,0.08685019652546665,0.10712395762474701,0.08675587581421623
2800,0.10718919739149188,0.0873159916553312,0.10700968198270686,0.08720190982458967
2900,0.1102219539900173,0.08786116488370424,0.11009981252912705,0.08776095012953093
3000,0.11543916362637308,0.08939758926120626,0.11533393985393617,0.08934168928492928
3100,0.11632893226464923,0.08909521139228466,0.11624195154704779,0.08901829306378804
3200,0.12029072227789415,0.09002168475508852,0.12020791857110316,0.08996030925555241
3300,0.12195939049874956,0.09107962189650229,0.12189253754817757,0.09101916083405578
3400,0.1235461680180683,0.09262234187846816,0.12341371678407159,0.09251833653959515
3500,0.1252239585337594,0.09579466625759243,0.12505662589808594,0.09565605546551549
3600,0.12477654053035389,0.09801665475094298,0.12456440141678181,0.09787053356798188
3700,0.1235660654806015,0.10155178426553042,0.12341658161971099,0.10143386271337523
3800,0.12490222818433562,0.10289563134019518,0.12471792145283687,0.10274605991082565
3900,0.1290022803767472,0.10365553724613934,0.12879966249808267,0.10351453878273656
4000,0.1299721957609975,0.10640668017638732,0.12985720096498155,0.1063085991779259
4100,0.13299922808906964,0.10871932002115386,0.13283872797191587,0.10860460361139414
4200,0.13508373993926323,0.11092244878823852,0.13495381471480594,0.110792647515767
4300,0.1374018514161873,0.11357166334738869,0.13727167705533713,0.11345931604449991
4400,0.1403293892441974,0.11538922412341276,0.1401864114140881,0.11527302739689155
