step,nematic,polar,nematic_2,polar_2
100,0.0,0.0,0.0,0.0
200,0.21281077498415688,0.21173151755264902,0.009542529559618713,0.009339781068033128
300,0.17398984923347283,0.1545375465008726,0.014201866244601059,0.012599360754438994
400,0.15276201876060921,0.14110279841325604,0.01889027589347973,0.017531899780430814
500,0.13905038452965077,0.13024419956868585,0.023414982357319817,0.021659992331926718
600,0.14964369496555913,0.12575904175003114,0.031053283907848825,0.026273117000521172
700,0.15608914462055332,0.13319440429440754,0.03806210356260403,0.03270320381547385
800,0.17585209780157812,0.1327329044896658,0.04802450907147715,0.0363687496268907
900,0.18217885517290094,0.13513365508373348,0.054751245683372335,0.04053027831312561
1000,0.20094585834454762,0.12826270419037367,0.06468842573555281,0.0410953979034931
1100,0.2185346117445276,0.13627183547250457,0.07377045402843933,0.045840188299578595
1200,0.23279806854220408,0.14242360587582872,0.08175838371146496,0.04969839451957141
1300,0.24415818577526766,0.14781643896699062,0.0884520003243012,0.05337088599981304
1400,0.2482655186987621,0.15398918584449958,0.09265475697180457,0.05736665754475013
1500,0.25839696615961666,0.16324328154097145,0.09872803102208833,0.06220763668356993
1600,0.2684252757943112,0.16943831932398637,0.10559091526112929,0.06603530497366288
1700,0.2723797929609582,0.17833360696448908,0.10901282347713968,0.07070922677985415
1800,0.28542598481076026,0.17826626929053874,0.11707261335204851,0.07297609588372168
1900,0.2946394357182838,0.18571214518353862,0.12394779954193483,0.07765266024526268
2000,0.29565105458939767,0.19568595635910674,0.12737008525063614,0.0836976073049918
2100,0.30183856294227335,0.20041660033615386,0.13254726595595714,0.08733089226272302
2200,0.30429338261392136,0.21676480492836106,0.1356762057125699,0.0958787075199375
2300,0.31273810205663194,0.2327580186402612,0.1422334989023219,0.1054259122067778
2400,0.3195418534631006,0.24146936585507126,0.14929173450225097,0.11199295263498964
2500,0.3333422199426504,0.25019501256063315,0.15833334437235658,0.11818321957811341
2600,0.3464899466916961,0.2598680359938594,0.16736953385212758,0.12458719158975938
2700,0.35489480885887387,0.2724440189530853,0.17451571512603017,0.13208948242168056
2800,0.36092309848236137,0.2824580812714811,0.17949383520719386,0.13890821476979945
2900,0.3670235347649,0.292604601048953,0.1851207068164794,0.14599421029847004
3000,0.36449037648975424,0.30301382423677226,0.18712914846873543,0.1538714369207598
3100,0.38021187902736814,0.3147490958900585,0.19843737428995245,0.16272152922773525
3200,0.39467547162317496,0.32215593029796513,0.2088781762065332,0.16907844702851377
3300,0.40256839461446686,0.3283158667996125,0.21734604821266115,0.17556658226414215
3400,0.4153831761075943,0.3344833129203046,0.22770405907072425,0.1820646856081082
3500,0.4227219222738611,0.34141406063349267,0.23572621086386153,0.18948424180735401
3600,0.4301705801255244,0.34947714378678985,0.24516856120272362,0.19764357843872143
3700,0.442804282639841,0.3565061226612759,0.25636316122929703,0.2041953532598858
3800,0.455945665950037,0.3611426618440492,0.2684163032944835,0.21055190152933084
3900,0.4671227511407053,0.36649383047110723,0.27907046718028633,0.21682073974074967
4000,0.47615371690883224,0.3735052154301417,0.2888127281983521,0.22454125278588247
4100,0.4865701142467003,0.38118019766696876,0.2998745596888265,0.23272983321050572
4200,0.49175854596520563,0.3888368428242242,0.3079191891939654,0.24078584981858026
4300,0.49861609076851654,0.3914672098430512,0.3183023777960091,0.24688572449522672
4400,0.503431264454592,0.39592503053502165,0.3258241954567719,0.25279847021760216
4500,0.5094232477842148,0.4030184841918854,0.3365855556388074,0.262376326213139
4600,0.5246902371574167,0.4087061951774563,0.351881569109954,0.270507349118737
4700,0.5438278468083271,0.4152727847608911,0.3693848045297654,0.27906046512707033
4800,0.5604746239184035,0.42245650869644474,0.3839845268610721,0.2869059223333969
4900,0.5668753001078894,0.4282874404658714,0.39408584973661154,0.29485562614393224
5000,0.5709056329903637,0.4356792644052049,0.402025460364509,0.3027092834223656
5100,0.5777502847292103,0.44405186818055814,0.4107619332791914,0.31130453274607445
